"species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy"
"Dufourea minuta",43.029,-7.588,NA,NA,NA,NA,NA,"Warncke K"
"Dufourea minuta",38.077,-4.197,NA,NA,NA,NA,NA,"Warncke K"
"Dufourea minuta",42.658,0.865,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea minuta",42.658,0.865,NA,NA,NA,NA,NA,"Ebmer Aw"
"Dufourea paradoxa",42.66,0.987,NA,NA,NA,NA,NA,"Ebmer Aw"
"Dufourea paradoxa",37.091,-3.169,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",40.515,-3.413,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",36.164,-5.501,NA,1999,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",38.327,-0.54,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",38.5,-0.191,NA,NA,NA,NA,NA,"Warncke K"
"Dufourea trautmanni",38.5,-0.191,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.614,-6.904,NA,1999,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.615,-1.017,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",38.98,-3.981,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.27,-3.62,NA,1999,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",38.441,-2.255,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",40.513,-3.767,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",40.6,-4.123,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",36.539,-4.62,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.169,-4.746,NA,1999,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.811,-2.489,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.992,-2.601,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",40.424,-3.648,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",36.63,-4.622,NA,1999,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",40.334,-3.53,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.978,-1.121,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",36.91,-3.393,NA,1999,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.253,-5.086,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",40.413,-4.709,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",36.729,-3.616,NA,1999,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",36.519,-6.264,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",41.133,1.272,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.36,-2.379,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",39.881,-3.994,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",40.872,-1.991,NA,1999,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",38.158,-4.883,NA,1984,NA,NA,NA,"Pauly A"
"Dufourea trautmanni",37.598,-1.316,NA,2005,5,2,"Online_Ortiz, F","Online_Ortiz, J"
"Dufourea trautmanni",38.789,0.163,NA,1989,5,7,NA,NA
"Dufourea trautmanni",37.06,-3.915,NA,1988,5,13,"Online_Ortiz, J","Online_Ortiz, J"
"Ensliniana bidentata",37.157,-7.544,NA,2016,4,27,"T. Wood","T. Wood"
"Ensliniana bidentata",37.09,-8.34,NA,2016,5,15,"I. Cross","I. Cross"
"Ensliniana bidentata",37.09,-8.34,NA,2016,5,18,"I. Cross","I. Cross"
"Ensliniana bidentata",37.157,-7.544,NA,2017,4,23,"I. Cross","I. Cross"
"Ensliniana bidentata",37.157,-7.544,NA,2017,5,1,"I. Cross","I. Cross"
"Ensliniana bidentata",37.09,-8.34,NA,2017,5,15,"I. Cross","I. Cross"
"Epeolus variegatus",40.409,-5.416,NA,1987,8,19,NA,NA
"Epeolus variegatus",40.498,-5.006,NA,1987,8,20,NA,NA
"Epeolus variegatus",40.152,-5.653,NA,1988,8,19,NA,NA
"Epeolus variegatus",40.498,-5.006,NA,1988,8,24,NA,NA
"Epeolus variegatus",40.433,-5.57,NA,1988,8,25,NA,NA
"Epeolus intermedius",39.773,3.129,NA,2017,5,8,"D. Alomar","P. Bogusch"
"Epeolus fasciatus",38.663,-9.252,NA,1951,1,1,NA,NA
"Epeolus intermedius",41.957,3.181,NA,1962,NA,NA,"Baker, D., Baker, M",NA
"Epeolus variegatus",41.957,3.181,NA,1962,NA,NA,"Baker, D., Baker, M",NA
"Epeolus transitorius",42.047,3.181,NA,1963,NA,NA,"Baker D",NA
"Epeolus transitorius",42.137,3.061,NA,1963,NA,NA,"Baker D",NA
"Epeolus aureovestitus",38.5,-9.16,NA,1967,8,1,"P. M. F. Verhoeff","K. Warncke"
"Epeolus transitorius",42.126,1.367,NA,1968,NA,NA,NA,"Warncke K"
"Epeolus fallax",36.154,-5.945,NA,1970,NA,NA,"Desmier R","Warncke K"
"Epeolus aureovestitus",38.613,-9.21,NA,1982,7,18,"K. M. Guichard","P. Bogusch"
"Epeolus ibericus",38.613,-9.21,NA,1982,7,18,"K. M. Guichard","P. Bogusch"
"Epeolus transitorius",38.613,-9.21,NA,1982,7,18,"K. M. Guichard","P. Bogusch"
"Epeolus productulus",38.613,-9.21,NA,1982,7,1,"K. M. Guichard","P. Bogusch"
"Osmia caerulescens",40.139,-5.877,NA,2014,10,9,"E.Tobajas y N. Rosas-Ramos","E. Tobajas"
"Osmia emarginata",40.139,-5.877,NA,2014,10,9,"E.Tobajas y N. Rosas-Ramos","E. Tobajas"
"Osmia submicans",40.139,-5.877,NA,2014,10,9,"E.Tobajas y N. Rosas-Ramos","E. Tobajas"
"Osmia caerulescens",40.203,-5.797,NA,2014,10,9,"E.Tobajas y N. Rosas-Ramos","E. Tobajas"
"Osmia caerulescens",40.208,-5.793,NA,2014,10,9,"E.Tobajas y N. Rosas-Ramos","E. Tobajas"
"Osmia caerulescens",40.217,-5.794,NA,2014,10,9,"E.Tobajas y N. Rosas-Ramos","E. Tobajas"
"Epeolus transitorius",41.491,0.53,NA,1992,5,19,"D. Osten, T. Osten",NA
"Epeolus transitorius",38.613,-9.21,NA,1995,9,11,"Colln. Mendoça","M. Schwarz"
"Osmia submicans",40.217,-5.794,NA,2014,10,9,"E.Tobajas y N. Rosas-Ramos","E. Tobajas"
"Epeolus intermedius",37.13,-8.3,NA,1999,5,17,"D. Baldock","D. B. Baker"
"Epeolus variegatus",41.77,-8.86,NA,2001,6,7,"W. Fliervoet",NA
"Epeolus transitorius",37.13,-7.64,NA,2009,7,14,"A. Livory, R. Coulomb","M. Schwarz"
"Epeolus variegatus",37.34,-8.85,NA,2009,7,17,"D. Baldock","P. Bogusch"
"Epeolus transitorius",37.43,-8.77,NA,2010,7,25,"A. Livory, R. Coulomb","P. Bogusch"
"Epeolus transitorius",37.19,-8.9,NA,2011,6,11,"D. Baldock","P. Bogusch"
"Epeolus ibericus",37.72,-8.79,NA,2012,5,18,"A. Livory, R. Coulomb","M. Schwarz"
"Epeolus ibericus",37.19,-7.42,NA,2012,5,24,"A. Livory, R. Coulomb","M. Schwarz"
"Epeolus intermedius",37.52,-8.78,NA,2012,7,17,"A. Livory, R. Coulomb","M. Schwarz"
"Epeolus variegatus",39.53,-9.03,NA,2013,9,12,"R. Andrade","M. Schwarz"
"Epeolus variegatus",41.52,-8.78,NA,2014,7,3,"R. Andrade","P. Bogusch"
"Epeolus transitorius",37.85,-8.79,NA,2014,9,24,"A. Livory, R. Coulomb","P. Bogusch"
"Epeolus variegatus",37.09,-8.34,NA,2014,9,26,"I. Cross","I. Cross"
"Epeolus transitorius",37.122,-8.635,NA,2014,9,27,"I. Cross","I. Cross"
"Epeolus transitorius",37.13,-8.62,NA,2014,9,27,"I. Cross","I. Cross"
"Epeolus intermedius",37.34,-8.84,NA,2015,6,5,"I. Cross","P. Bogusch"
"Epeolus transitorius",37.19,-8.9,NA,2015,6,18,"I. Cross","P. Bogusch"
"Epeolus transitorius",37.068,-8.811,NA,2015,6,20,"I. Cross","I. Cross"
"Epeolus transitorius",37.068,-8.811,NA,2015,6,22,"I. Cross","I. Cross"
"Epeolus aureovestitus",37.09,-8.34,NA,2015,6,29,"I. Cross","P. Bogusch"
"Epeolus transitorius",37.198,-8.894,NA,2015,7,21,"M.&E. Howe","T. Wood"
"Epeolus ibericus",37.34,-8.84,NA,2015,7,28,"I. Cross","P. Bogusch"
"Epeolus aureovestitus",37.068,-8.811,NA,2015,7,30,"I. Cross","P. Bogusch"
"Epeolus transitorius",37.068,-8.811,NA,2015,7,30,"I. Cross","P. Bogusch"
"Epeolus transitorius",37.08,-8.67,NA,2015,8,3,"I. Cross","I. Cross"
"Epeolus variegatus",39.59,-9.07,NA,2015,8,19,"A. Livory, R. Coulomb","P. Bogusch"
"Epeolus ibericus",37.19,-8.9,NA,2015,8,26,"I. Cross","P. Bogusch"
"Epeolus intermedius",37.18,-8.76,NA,2015,8,28,"I. Cross","P. Bogusch"
"Epeolus intermedius",37.19,-8.9,NA,2015,9,17,"T. Wood","P. Bogusch"
"Epeolus variegatus",37.19,-8.9,NA,2015,9,17,"T. Wood","T. Wood"
"Epeolus variegatus",37.19,-8.9,NA,2015,9,20,"T. Wood","T. Wood"
"Epeolus variegatus",37.34,-8.84,NA,2016,5,3,"I. Cross","I. Cross"
"Epeolus transitorius",37.34,-8.84,NA,2016,6,19,"I. Cross","P. Bogusch"
"Epeolus transitorius",41.31,-8.05,NA,2016,6,19,"I. Cross","P. Bogusch"
"Epeolus variegatus",41.59,-6.696,NA,2016,7,3,"T. Wood","I. Cross"
"Epeolus transitorius",37.19,-8.9,NA,2016,9,14,"D. Baldock","P. Bogusch"
"Epeolus aureovestitus",37.19,-8.9,NA,2016,9,15,"I. Cross","P. Bogusch"
"Epeolus transitorius",37.19,-8.9,NA,2016,9,27,"I. Cross","P. Bogusch"
"Epeolus variegatus",37.19,-8.9,NA,2016,10,4,"I. Cross","I. Cross"
"Epeolus variegatus",37.068,-8.811,NA,2016,10,10,"I. Cross","I. Cross"
"Epeolus variegatus",37.19,-8.9,NA,2016,10,14,"I. Cross","I. Cross"
"Epeolus fallax",37.34,-8.84,NA,2016,10,30,"I. Cross","I. Cross"
"Epeolus variegatus",37.34,-8.84,NA,2016,10,30,"I. Cross","I. Cross"
"Epeolus fallax",37.2,-8.698,NA,2016,10,31,"I. Cross","I. Cross"
"Epeolus fallax",37.34,-8.84,NA,2016,11,1,"I. Cross","I. Cross"
"Epeolus fallax",37.34,-8.84,NA,2016,11,10,"I. Cross","I. Cross"
"Epeolus intermedius",37.098,-8.864,NA,2017,5,14,"I. Cross","P. Bogusch"
"Epeolus intermedius",37.321,-8.873,NA,2017,5,17,"I. Cross","P. Bogusch"
"Epeolus fallax",37.34,-8.84,NA,2017,10,4,"I. Cross","I. Cross"
"Epeolus cruciger",37.322,-8.87,NA,2018,9,30,"I. Cross","I. Cross"
"Epeolus variegatus",40.863,-4.179,NA,2019,7,19,"T. Wood","T. Wood"
"Epeolus aureovestitus",40.6,-4.123,NA,2015,NA,NA,"Mercet, G",NA
"Epeolus cruciger",42.054,2.017,NA,2021,9,23,"Online_Jordi_compte","Online_Jordi_compte"
"Epeolus fallax",42.047,2.035,NA,2021,9,21,"Online_Jordi_compte","Online_Jordi_compte"
"Epeolus fallax",42.721,-1.527,NA,2019,9,29,NA,NA
"Epeolus fallax",42.047,2.034,NA,2019,9,6,"Online_Jordi_compte","Online_Jelle Devalez"
"Epeolus fallax",42.617,-1.289,NA,2019,10,16,NA,NA
"Epeolus fallax",41.99,2.73,NA,2018,9,18,NA,NA
"Epeolus fallax",41.86,2.66,NA,2018,9,26,NA,NA
"Epeolus fallax",41.85,2.76,NA,2017,9,20,NA,NA
"Epeolus intermedius",39.774,3.129,NA,2017,NA,NA,NA,NA
"Epeolus fallax",41.321,2.13,NA,2016,10,3,"Online_Marcdomenech","Online_Marcdomenech"
"Epeolus transitorius",42.524,-8.638,NA,2012,9,19,"Online_A.i. Gravel","Online_Sheila Dumesh"
"Osmia signata",38.84,-7.59,NA,1921,6,19,NA,NA
"Epeolus intermedius",41.915,3.202,NA,1962,6,12,"Online_Baker, D. & Baker, M.",NA
"Epeolus intermedius",41.915,3.202,NA,1962,6,11,"Online_Baker, D. & Baker, M.",NA
"Epeolus variegatus",41.92,3.208,NA,1962,6,16,"Online_Baker, D. & Baker, M.",NA
"Epeolus variegatus",41.92,3.208,NA,1962,6,13,"Online_Baker, D. & Baker, M.",NA
"Epeolus aureovestitus",40.584,-4.129,NA,NA,NA,NA,"Online_Mercet, G",NA
"Osmia niveata",36.164,-5.501,NA,1925,NA,NA,"Zerny",NA
"Epeolus fallax",41.394,2.098,NA,2021,7,20,"Online_Noeliria","Online_Noeliria"
"Epeolus transitorius",36.981,-3.116,NA,2016,8,1,"Online_Simon_oliver","Online_Simon_oliver"
"Epeolus transitorius",36.977,-3.121,NA,2018,7,26,"Online_Simon_oliver","Online_Simon_oliver"
"Epeolus transitorius",36.98,-3.118,NA,2019,7,31,"Online_Simon_oliver","Online_Simon_oliver"
"Epeolus transitorius",36.981,-3.116,NA,2016,7,29,"Online_Simon_oliver","Online_Simon_oliver"
"Epeolus fallax",37.173,-3.592,NA,2020,9,20,"Online_Biologymp","Online_Biologymp"
"Epeolus variegatus",41.066,-3.497,NA,2019,9,5,"Online_Mario_vega","Online_Mario_vega"
"Epeolus fallax",42.157,2.912,NA,2020,10,11,"Online_Ramon19","Online_Ramon19"
"Epeolus variegatus",37.06,-7.992,NA,2009,5,14,"Online_Valter","Online_Valter"
"Epeolus aureovestitus",37.074,-8.808,NA,2019,8,4,"Online_Joaotiagotavares","Online_Joaotiagotavares"
"Epeolus fallax",43.648,3.869,NA,2021,10,1,"Online_Pierrehenrifabre","Online_Pierrehenrifabre"
"Epeolus fallax",42.191,2.883,NA,2021,10,8,"Online_Mammal","Online_Mammal"
"Osmia niveata",40.513,-3.767,NA,1959,NA,NA,NA,"Leclercq J"
"Epeolus fallax",41.34,2.091,NA,2021,5,27,"Online_Noeliria","Online_Noeliria"
"Epeolus fallax",42.158,2.912,NA,2020,10,5,"Online_Ramon19","Online_Ramon19"
"Epeolus fallax",43.643,3.889,NA,2020,9,25,"Online_Arthurdf","Online_Arthurdf"
"Epeolus fallax",41.519,1.861,NA,2020,9,23,"Online_Jaume_al","Online_Jaume_al"
"Epeolus fallax",41.533,1.86,NA,2020,9,20,"Online_Jaume_al","Online_Jaume_al"
"Epeolus fallax",41.867,2.663,NA,2018,9,26,"Online_Orlandof","Online_Orlandof"
"Epeolus fallax",41.994,2.732,NA,2018,9,18,"Online_Orlandof","Online_Orlandof"
"Epeolus fallax",41.852,2.767,NA,2017,9,20,"Online_Orlandof","Online_Orlandof"
"Osmia niveata",41.957,3.181,NA,1962,NA,NA,"Baker, D., Baker, M",NA
"Eucera longicornis",39.392,-9.166,NA,2019,5,2,"Rafael Carvalho","Rafael Carvalho"
"Eucera clypeata",39.551,-8.959,NA,2018,4,23,"Rafael Carvalho","Rafael Carvalho"
"Eucera clypeata",39.552,-8.96,NA,2018,4,24,"Rafael Carvalho","Rafael Carvalho"
"Eucera alternans",37.29,-6.433,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera alternans",37.235,-6.169,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera alternans",37.405,-6.681,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera alternans",37.282,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia fallax",42.047,3.181,NA,1963,NA,NA,"Baker, Donald",NA
"Eucera alternans",37.124,-6.507,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia caerulescens",43.397,-3.432,NA,1963,NA,NA,NA,"Leclercq J"
"Osmia latreillei",41.596,2.58,NA,1964,NA,NA,NA,"Leclercq J"
"Osmia submicans",41.596,2.58,NA,1964,NA,NA,NA,"Leclercq J"
"Osmia niveata",41.596,2.58,NA,1964,NA,NA,NA,"Leclercq J"
"Osmia caerulescens",40.053,-1.3,NA,1964,NA,NA,NA,"Leclercq J"
"Osmia caerulescens",41.922,0.166,NA,1964,NA,NA,NA,"Leclercq J"
"Osmia spinulosa",41.922,0.166,NA,1964,NA,NA,NA,"Leclercq J"
"Osmia tricornis",41.596,2.58,NA,1965,NA,NA,NA,"Leclercq J"
"Osmia latreillei",41.596,2.58,NA,1965,NA,NA,NA,"Leclercq J"
"Osmia rufohirta",41.596,2.58,NA,1965,NA,NA,NA,"Leclercq J"
"Osmia caerulescens",41.596,2.58,NA,1965,NA,NA,NA,"Leclercq J"
"Osmia ligurica",41.596,2.58,NA,1965,NA,NA,NA,"Leclercq J"
"Osmia ligurica",41.596,2.58,NA,1965,5,22,NA,"Leclercq J"
"Osmia rufohirta",41.133,1.272,NA,1968,NA,NA,NA,NA
"Osmia melanogaster",41.686,2.7,NA,1968,NA,NA,NA,"Vanderza G"
"Osmia notata",41.686,2.7,NA,1968,NA,NA,NA,"Leclercq J"
"Osmia niveata",37.974,-0.894,NA,1968,NA,NA,NA,"Leclercq J"
"Osmia niveata",38.73,-9.19,NA,1969,3,11,"Colln. Mendoça","D. Baldock"
"Osmia submicans",39.405,-0.387,NA,1969,NA,NA,NA,"Leclercq J"
"Osmia latreillei",41.13,1.034,NA,1969,NA,NA,NA,"Lefeber V"
"Osmia rufohirta",41.596,2.58,NA,1969,NA,NA,NA,"Leclercq J"
"Osmia andrenoides",41.133,1.272,NA,1969,NA,NA,NA,NA
"Osmia aurulenta",39.23,-8.68,NA,1969,7,4,"Colln. Mendoça","D. Baldock"
"Osmia dimidiata",39.685,-0.843,NA,1969,NA,NA,"Stanck","Leclercq J"
"Osmia anceyi",39.683,-0.726,NA,1969,NA,NA,"Stanck","Leclercq J"
"Osmia dimidiata",39.609,-1.893,NA,1969,NA,NA,"Stanck","Leclercq J"
"Osmia dimidiata",39.793,-2.358,NA,1969,NA,NA,"Stanck","Leclercq J"
"Osmia dimidiata",39.702,-2.242,NA,1969,NA,NA,"Stanck","Leclercq J"
"Osmia niveocincta",39.609,-1.893,NA,1969,NA,NA,NA,"Leclercq J"
"Osmia latreillei",38.587,-0.072,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia tricornis",38.587,-0.072,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia submicans",38.587,-0.072,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia niveata",39.135,-0.397,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia niveata",38.96,-0.634,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia niveata",39.048,-0.516,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia bicornis",38.613,-9.21,NA,1970,5,17,"Colln. Mendoça","D. Baldock"
"Osmia parietina",42.642,-0.134,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia ligurica",41.045,-1.394,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia niveata",42.658,0.865,NA,1970,NA,NA,NA,"Vanderza G"
"Osmia dimidiata",38.45,-9.1,NA,1971,3,28,"Colln. Mendoça","G. Legoff"
"Osmia latreillei",38.587,-0.072,NA,1971,NA,NA,NA,"Vanderza G"
"Osmia tricornis",38.587,-0.072,NA,1971,NA,NA,NA,"Vanderza G"
"Osmia versicolor",38.587,-0.072,NA,1971,NA,NA,NA,"Vanderza G"
"Osmia brevicornis",41.957,2.819,NA,1971,NA,NA,NA,"Leclercq J"
"Osmia bicornis",42.227,2.939,NA,1971,NA,NA,NA,"Vanderza G"
"Osmia andrenoides",41.133,1.272,NA,1971,NA,NA,NA,NA
"Osmia niveata",40.506,-1.525,NA,1971,NA,NA,NA,"Vanderza G"
"Osmia niveata",40.596,-1.523,NA,1971,NA,NA,NA,"Vanderza G"
"Eucera caspica",37.405,-6.681,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.288,-6.675,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.331,-6.668,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.292,-6.752,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.247,-6.429,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.124,-6.507,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.29,-6.433,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.233,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.235,-6.169,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.249,-6.661,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.218,-6.304,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.291,-6.223,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.239,-6.281,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia bicornis",37.903,-3.057,NA,1974,NA,NA,"P. Torchio, E. Asens",NA
"Eucera caspica",37.214,-6.372,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera caspica",37.195,-6.761,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia latreillei",36.73,-2.608,NA,1988,NA,NA,"Ortiz, J",NA
"Osmia dimidiata",36.731,-2.832,NA,1988,NA,NA,"Ortiz, J",NA
"Osmia niveata",41.323,2.104,NA,1988,NA,NA,"Adams, James",NA
"Osmia niveata",36.91,-3.393,NA,1988,NA,NA,"Ortiz, J",NA
"Osmia submicans",38.68,0.183,NA,1989,4,6,"Wahis R","Vanderza G"
"Osmia submicans",38.68,0.183,NA,1989,4,15,"Wahis R","Vanderza G"
"Osmia melanogaster",40.305,-7.551,NA,1989,6,5,"M. Kuhlmann",NA
"Osmia argyropyga",40.305,-7.551,NA,1989,6,6,"M. Kuhlmann",NA
"Osmia niveata",40.305,-7.551,NA,1989,6,1,"M. Kuhlmann",NA
"Osmia andrenoides",37.068,-8.811,NA,2016,4,9,"I. Cross","I. Cross"
"Osmia niveocincta",40.305,-7.551,NA,1990,7,17,"M. Kuhlmann",NA
"Osmia caerulescens",40.305,-7.551,NA,1990,7,20,"M. Kuhlmann","K. Warncke"
"Osmia caerulescens",41.51,-8.08,NA,1991,3,14,"G. Seidler","A. Müller"
"Osmia caerulescens",41.38,-8.71,NA,1991,4,8,"G. Seidler","A. Müller"
"Osmia ligurica",41.44,-8.17,NA,1991,5,25,"M. Schwarz","A. Müller"
"Osmia signata",37.1,-8.94,NA,1993,4,1,"P. Hartmann","A. Müller"
"Osmia caerulescens",41.51,-8.08,NA,1993,4,4,"G. Seidler","A. Müller"
"Osmia andrenoides",37.062,-8.84,NA,1993,4,6,"P. Hartmann","A. Müller"
"Osmia gallarum",41.51,-8.08,NA,1994,7,15,"G. Seidler","A. Müller"
"Osmia tergestensis",41.51,-8.08,NA,1994,7,15,"G. Seidler","A. Müller"
"Osmia caerulescens",41.51,-8.08,NA,1995,3,15,"G. Seidler","A. Müller"
"Osmia bicornis",41.51,-8.08,NA,1995,4,6,"G. Seidler","A. Müller"
"Osmia bicornis",41.38,-8.71,NA,1995,4,9,"G. Seidler","A. Müller"
"Osmia aurulenta",41.51,-8.08,NA,1995,5,1,"G. Seidler","A. Müller"
"Osmia ligurica",41.51,-8.08,NA,1995,5,1,"G. Seidler","A. Müller"
"Osmia niveocincta",41.51,-8.08,NA,1995,5,1,"G. Seidler","A. Müller"
"Osmia signata",41.51,-8.08,NA,1995,5,1,"G. Seidler","A. Müller"
"Eucera codinai",37.405,-6.681,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia caerulescens",41.38,-8.71,NA,1995,5,7,"G. Seidler","A. Müller"
"Osmia signata",41.38,-8.71,NA,1995,5,7,"G. Seidler","A. Müller"
"Osmia aurulenta",37.19,-8.9,NA,1995,5,8,"J. Gusenleitner","A. Müller"
"Osmia caerulescens",37.19,-8.9,NA,1995,5,8,"J. Gusenleitner","A. Müller"
"Osmia aurulenta",37.19,-8.9,NA,1995,5,13,"J. Gusenleitner","A. Müller"
"Osmia ligurica",37.19,-8.9,NA,1995,5,14,"J. Gusenleitner","A. Müller"
"Osmia versicolor",37.19,-8.9,NA,1995,5,14,"J. Gusenleitner","A. Müller"
"Osmia rufohirta",37.06,-8.87,NA,1995,5,16,"J. Gusenleitner","A. Müller"
"Osmia aurulenta",37.02,-8.92,NA,1995,5,17,"J. Gusenleitner","A. Müller"
"Osmia gallarum",41.51,-8.08,NA,1995,5,18,"G. Seidler","A. Müller"
"Osmia ligurica",41.51,-8.08,NA,1995,5,18,"G. Seidler","A. Müller"
"Osmia scutellaris",37.06,-8.87,NA,1995,5,18,"J. Gusenleitner","A. Müller"
"Eucera codinai",37.124,-6.507,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia tricornis",37.08,-8.91,NA,1995,5,18,"J. Gusenleitner",NA
"Osmia ligurica",41.51,-8.08,NA,1995,7,5,"G. Seidler","A. Müller"
"Osmia niveocincta",41.51,-8.08,NA,1995,7,5,"G. Seidler","A. Müller"
"Eucera codinai",37.195,-6.761,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera codinai",37.214,-6.372,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia versicolor",37.198,-8.894,NA,2005,3,30,"M.&E. Howe","T. Wood"
"Osmia caerulescens",37.317,-8.557,NA,2005,4,1,"M.&E. Howe","T. Wood"
"Osmia melanogaster",37.13,-8.6,NA,2005,4,30,"J. Smit",NA
"Osmia versicolor",37.13,-8.6,NA,2005,4,30,"J. Smit",NA
"Osmia aurulenta",37.15,-8.6,NA,2005,5,1,"J. Smit",NA
"Osmia ferruginea",37.12,-8.63,NA,2005,5,1,"J. Smit",NA
"Osmia signata",37.15,-8.6,NA,2005,5,1,"J. Smit",NA
"Osmia versicolor",37.12,-8.63,NA,2005,5,1,"J. Smit",NA
"Hylaeus pictus",42.277,-1.935,NA,2008,9,15,"L.Baños-Picón","F. Torres"
"Osmia melanogaster",37.301,-8.528,NA,2005,5,3,"J. Smit",NA
"Eucera collaris",37.292,-6.752,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera collaris",37.282,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia tricornis",36.821,-2.72,NA,2007,NA,NA,"Engel, M, Hinojosa,",NA
"Osmia melanogaster",36.796,-5.41,NA,2007,NA,NA,"Engel, M, Hinojosa,",NA
"Osmia submicans",36.796,-5.41,NA,2007,NA,NA,"Engel, M, Hinojosa,",NA
"Osmia tricornis",36.796,-5.41,NA,2007,NA,NA,"Engel, M, Hinojosa,",NA
"Osmia niveata",38.94,-9.33,NA,2012,5,9,"C. Reis","D. Baldock"
"Osmia aurulenta",38.45,-9.1,NA,2012,5,14,"A. Livory, R. Coulomb",NA
"Osmia signata",38.45,-9.1,NA,2012,5,14,"A. Livory, R. Coulomb","G. Legoff"
"Osmia rufohirta",38.41,-9.21,NA,2012,5,15,"A. Livory, R. Coulomb",NA
"Osmia signata",38.41,-9.21,NA,2012,5,15,"A. Livory, R. Coulomb","G. Legoff"
"Osmia labialis",38.41,-9.21,NA,2012,5,16,"A. Livory, R. Coulomb","G. Legoff"
"Osmia latreillei",38.41,-9.21,NA,2012,5,16,"A. Livory, R. Coulomb",NA
