"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex"
"2137","Nomada integra",41.44657,-0.023773,NA,1985,5,24,"J. Bosch Esteva (Univ. Salamanca)","Schwarz","male"
"2138","Andrena djelfensis",41.44657,-0.023773,NA,1985,4,17,"J. Bosch Esteva (Univ. Salamanca) ","Warncke","male"
"2139","Anthophora mucida",41.44657,-0.023773,NA,1985,4,27,"J. Bosch Esteva (Univ. Salamanca)","Asensio","female"
"2140","Nomada sheppardana",41.44657,-0.023773,NA,1985,3,3,"J. Bosch Esteva (Univ. Salamanca)","Schwarz","male"
"2141","Coelioxys afra",41.44657,-0.023773,NA,1985,6,20,"J. Bosch Esteva (Univ. Salamanca)","Asensio","male"
"2142","Andrena granulosa",41.44657,-0.023773,NA,1986,4,24,"J. Bosch Esteva (Univ. Salamanca)","Warncke","female"
"2143","Xylocopa cyanescens",41.44657,-0.023773,NA,1985,4,27,"J. Bosch Esteva (Univ. Salamanca) ","Asensio","male"
"2144","Hylaeus brachycephalus",41.44657,-0.023773,NA,1985,6,7,"J. Bosch Esteva (Univ. Salamanca) ","Asensio","male"
"2145","Anthocopa antigae",41.44657,-0.023773,NA,1985,6,20,"J. Bosch Esteva (Univ. Salamanca)","Asensio","female"
"2146","Nomada discrepans",41.44657,-0.023773,NA,1985,3,3,"J. Bosch Esteva (Univ. Salamanca)",NA,"male"
"2147","Andrena djelfensis",41.44657,-0.023773,NA,1986,5,1,"J. Bosch Esteva (Univ. Salamanca) ","Warncke","female"
"2148","Panurgus dentipes",41.44657,-0.023773,NA,1985,6,7,"J. Bosch Esteva (Univ. Salamanca)","Asensio","female"
"2149","Osmia exenterata",41.44657,-0.023773,NA,1986,5,1,"J. Bosch Esteva (Univ. Salamanca) ","Warncke","male"
"2150","Hylaeus brachycephalus",41.44657,-0.023773,NA,1985,6,29,"J. Bosch Esteva (Univ. Salamanca) ","Asensio","female"
"2151","Osmia labialis",41.44657,-0.023773,NA,1985,4,12,"J. Bosch Esteva (Univ. Salamanca) ","Asensio","male"
"2152","Andrena angustior",41.44657,-0.023773,NA,1986,1,4,"J. Bosch Esteva (Univ. Salamanca)","Warncke","male"
"2153","Andrena angustior",41.44657,-0.023773,NA,1986,1,4,"J. Bosch Esteva (Univ. Salamanca) ","Warncke","female"
"2154","Eucera pulveracea",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Tkalcu","female"
"2155","Tetralonia tricincta",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Tkalcu","female"
"2156","Megabombus laesus",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Tkalcu","female"
"2157","Megabombus laesus",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Tkalcu","female"
"2158","Andrena carbonaria",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Warncke","female"
"2159","Megabombus hortorum",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Tkalcu","female"
"2160","Amegilla savignyi",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Tkalcu","female"
"2161","Eucera pulveracea",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Tkalcu","male"
"2162","Andrena mucida",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Warncke","female"
"2163","Ceratina chalcites",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Tkalcu","female"
"2164","Anthocopa bisulca",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","G. v. d. Zanden","female"
"2165","Anthocopa bisulca",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","G. v. d. Zanden","male"
"2166","Anthocopa lunata",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","G. v. d. Zanden","female"
"2167","Anthidium cingulatum",41.965189,-4.650572,NA,1982,7,4,"E. Asensio","Asensio","female"
"2168","Andrena limbata",41.643099,-4.747883,NA,1972,6,13,"E. Asensio","Warncke","female"
"2169","Megabombus sylvarum",41.643099,-4.747883,NA,1971,9,28,"E. Asensio","Tkalcu","female"
"2170","Eucera nitidiventris",41.643099,-4.747883,NA,1971,7,7,"E. Asensio","Tkalcu","female"
"2171","Eucera clypeata",41.643099,-4.747883,NA,1972,5,25,"E. Asensio",NA,"male"
"2172","Eucera trivittata",41.643099,-4.747883,NA,1972,5,9,"E. Asensio","Asensio","male"
"2173","Anthophora agama",41.643099,-4.747883,NA,1971,6,23,"E. Asensio","Lieftinck","female"
"2174","Andrena flavipes",41.643099,-4.747883,NA,1972,5,4,"E. Asensio","Warncke","female"
"2175","Andrena variabilis",41.643099,-4.747883,NA,1971,9,28,"E. Asensio","Warncke","female"
"2176","Andrena verticalis",41.643099,-4.747883,NA,1972,5,25,"E. Asensio","Warncke","male"
"2177","Anthophora agama",41.643099,-4.747883,NA,1971,6,23,"E. Asensio","Lieftinck","female"
"2178","Tetralonia berlandi",41.643131,-4.748269,NA,1972,6,27,"E. Asensio","Asensio","male"
"2179","Tetralonia berlandi",41.643131,-4.748269,NA,1972,6,27,"E. Asensio","Asensio","female"
"2180","Andrena flavipes",41.643131,-4.748269,NA,1972,5,9,"E. Asensio","Warncke","male"
"2181","Andrena spreta",41.643131,-4.748269,NA,1972,5,9,"E. Asensio","Warncke","female"
"2182","Amegilla quadrifasciata",41.643099,-4.747883,NA,1971,8,18,"E. Asensio","Lieftinck","male"
"2183","Coelioxys rufocaudata",41.643099,-4.747883,NA,1971,8,17,"E. Asensio","Pasteels","female"
"2184","Melitturga clavicornis",41.643099,-4.747883,NA,1972,7,5,"E. Asensio","Warncke","female"
"2185","Melitturga clavicornis",41.643099,-4.747883,NA,1973,6,9,"E. Asensio","Asensio","female"
"2186","Melitturga clavicornis",41.643099,-4.747883,NA,1973,6,9,"E. Asensio","Asensio","male"
"2187","Melitturga clavicornis",41.643099,-4.747883,NA,1973,6,8,"E. Asensio","Asensio","female"
"2188","Andrena ovatula",41.643099,-4.747883,NA,1972,6,27,"E. Asensio","Warncke","female"
"2189","Andrena numida",41.643099,-4.747883,NA,1971,7,5,"E. Asensio","Warncke","female"
"2190","Andrena labialis",41.643099,-4.747883,NA,1972,6,22,"E. Asensio","Warncke","female"
"2191","Andrena schencki",41.643099,-4.747883,NA,1973,6,NA,"E. Asensio","Warncke","female"
"2192","Eucera clypeata",41.643099,-4.747883,NA,1972,6,21,"E. Asensio",NA,"female"
"2193","Anthophora agama",41.643099,-4.747883,NA,1972,5,21,"E. Asensio","Lieftinck","female"
"2194","Andrena labialis",41.643099,-4.747883,NA,1972,6,20,"E. Asensio","Warncke","female"
"2195","Melitturga clavicornis",41.643099,-4.747883,NA,1973,6,8,"E. Asensio","Asensio","male"
"2196","Andrena schencki",41.643099,-4.747883,NA,1972,6,20,"E. Asensio","Warncke","female"
"2197","Anthophora biciliata",41.643099,-4.747883,NA,1973,6,8,"E. Asensio","Asensio","female"
"2198","Andrena schencki",41.643099,-4.747883,NA,1973,6,NA,"E. Asensio","Warncke","male"
"2199","Melitturga clavicornis",41.643099,-4.747883,NA,1972,7,6,"E. Asensio","Warncke","male"
"2200","Melitturga clavicornis",41.643099,-4.747883,NA,1972,6,17,"E. Asensio","Warncke","male"
"2201","Andrena ovatula",41.643099,-4.747883,NA,1972,7,1,"E. Asensio","Warncke","female"
"2202","Andrena thoracica",41.643099,-4.747883,NA,1973,6,19,"E. Asensio","Warncke","male"
"2203","Tetralonia berlandi",41.643099,-4.747883,NA,1972,6,20,"E. Asensio","Asensio","female"
"2204","Andrena thoracica",41.643099,-4.747883,NA,1972,3,17,"E. Asensio","Warncke","male"
"2205","Eucera clypeata",41.643099,-4.747883,NA,1972,7,12,"E. Asensio",NA,"female"
"2206","Melitturga clavicornis",41.643099,-4.747883,NA,1971,7,5,"E. Asensio","Warncke","female"
"2207","Andrena ovatula",41.643099,-4.747883,NA,1973,6,9,"E. Asensio","Warncke","female"
"2208","Anthophora agama",41.643099,-4.747883,NA,1971,6,21,"E. Asensio","Lieftinck","male"
"2209","Melitturga clavicornis",41.643099,-4.747883,NA,1971,7,5,"E. Asensio","Warncke","male"
"2210","Anthophora atroalba",41.643099,-4.747883,NA,1972,6,8,"E. Asensio","Asensio","male"
"2211","Andrena lepida",41.643099,-4.747883,NA,1972,7,12,"E. Asensio","Warncke","female"
"2212","Eucera clypeata",41.643131,-4.748269,NA,1972,7,7,"E. Asensio",NA,"male"
"2213","Eucera clypeata",41.643131,-4.748269,NA,1971,5,28,"E. Asensio",NA,"male"
"2214","Andrena flavipes",41.643131,-4.748269,NA,1971,5,28,"E. Asensio","Warncke","female"
"2215","Eucera trivittata",41.643131,-4.748269,NA,1971,5,28,"E. Asensio","Asensio","female"
"2216","Nomada basalis",41.643131,-4.748269,NA,1971,6,3,"E. Asensio","Schwarz","male"
"2217","Nomada basalis",41.643131,-4.748269,NA,1971,6,3,"E. Asensio","Schwarz","female"
"2218","Andrena ovatula",41.643131,-4.748269,NA,1972,5,9,"E. Asensio","Warncke","male"
"2219","Andrena ferrugineicrus",41.643131,-4.748269,NA,1971,6,3,"E. Asensio","Warncke","male"
"2220","Andrena flavipes",41.643131,-4.748269,NA,1972,5,9,"E. Asensio","Warncke","male"
"2221","Andrena ovatula",41.643131,-4.748269,NA,1971,8,19,"E. Asensio","Warncke","female"
"2222","Andrena flavipes",41.643131,-4.748269,NA,1972,4,18,"E. Asensio","Warncke","male"
"2223","Lasioglossum villosulum",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","Ebmer","male"
"2224","Halictus consobrinus",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Ebmer","female"
"2225","Andrena ventricosa",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Warncke","male"
"2226","Osmia niveocincta",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","G. v. d. Zanden","female"
"2227","Anthidium florentinum",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Asensio","male"
"2228","Andrena obsoleta",42.152683,-4.692188,NA,1983,5,30,"E. Asensio","Warncke","female"
"2229","Nomada pusilla",42.152683,-4.692188,NA,1983,7,14,"E. Asensio","Asensio","female"
"2230","Andrena flavipes",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","Warncke","female"
"2231","Lasioglossum aegyptiellum",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","Asensio","female"
"2232","Sphecodes ephippius",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Warncke","male"
"2233","Nomada pusilla",42.152683,-4.692188,NA,1983,7,14,"E. Asensio","Asensio","male"
"2234","Pseudoanthidium lituratum",42.152683,-4.692188,NA,1986,9,3,"E. Asensio","Asensio","male"
"2235","Lasioglossum glabriusculum",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Asensio","female"
"2236","Osmia fulviventris",42.152683,-4.692188,NA,1984,NA,NA,"E. Asensio","Asensio","male"
"2237","Andrena flavipes",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","Warncke","male"
"2238","Osmia caerulescens",42.152683,-4.692188,NA,1983,NA,NA,"E. Asensio","Asensio","male"
"2239","Megachile pilidens",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Asensio","female"
"2240","Andrena carbonaria",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","Warncke","male"
"2241","Stelis cognata",42.152683,-4.692188,NA,1986,7,16,"A. Rueda  (Univ. Salamanca)","Asensio","female"
"2242","Lasioglossum pauxillum",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Ebmer","male"
"2243","Anthidium florentinum",42.152683,-4.692188,NA,1985,NA,NA,"E. Asensio","Asensio","female"
"2244","Andrena verticalis",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Asensio","female"
"2245","Ceratina cyanea",42.152683,-4.692188,NA,1986,9,3,"E. Asensio","Asensio","male"
"2246","Lasioglossum truncaticolle",42.152683,-4.692188,NA,1986,9,3,"E. Asensio","Asensio","female"
"2247","Lasioglossum castilianum",42.152683,-4.692188,NA,1986,7,16,"A. Rueda  (Univ. Salamanca)","Asensio","male"
"2248","Bombus cullumanus",42.152683,-4.692188,NA,1983,7,14,"E. Asensio","Paddy?Ornosa","female"
"2249","Panurgus cephalotes",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Asensio","male"
"2250","Halictus vestitus",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","Asensio","female"
"2251","Lasioglossum corvinum",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Ebmer","female"
"2252","Osmia fulviventris",42.152683,-4.692188,NA,1984,7,27,"E. Asensio","Asensio","female"
"2253","Megachile pilicrus",42.152683,-4.692188,NA,1986,7,16,"A. Rueda  (Univ. Salamanca)","Asensio","female"
"2254","Lasioglossum corvinum",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Asensio","female"
"2255","Eucera eucneidea",42.152683,-4.692188,NA,1983,7,14,"E. Asensio","Tkalcu","male"
"2256","Anthocopa grumi",42.152683,-4.692188,NA,1983,7,14,"E. Asensio","G. v. d. Zanden","female"
"2257","Sphecodes ephippius",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Warncke","male"
"2258","Megachile picicornis",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Asensio","female"
"2259","Ensliniana bidentata",42.152683,-4.692188,NA,1983,7,14,"E. Asensio","Tkalcu","female"
"2260","Lasioglossum malachurum",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Ebmer","female"
"2261","Heriades truncorum",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","Van Der Zanden","male"
"2262","Lasioglossum malachurum",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Ebmer","male"
"2263","Megabombus laesus",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Paddy?Ornosa","female"
"2264","Halictus patellatus",42.152683,-4.692188,NA,1983,7,14,"E. Asensio","Ebmer","male"
"2265","Anthocopa bisulca",42.152683,-4.692188,NA,1986,7,11,"E. Asensio","Asensio","female"
"2266","Lasioglossum malachurum",42.152683,-4.692188,NA,1983,9,6,"E. Asensio","Ebmer","male"
"2267","Megachile pilidens",42.152683,-4.692188,NA,1986,9,3,"E. Asensio","Asensio","female"
"2268","Lasioglossum discum",42.152683,-4.692188,NA,1982,7,4,"E. Asensio","Ebmer","female"
"2269","Ceratina cyanea",42.152683,-4.692188,NA,1983,5,30,"E. Asensio","Asensio","female"
"2270","Andrena flavipes",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","male"
"2271","Dufourea trautmanni",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","female"
"2272","Andrena truncatilabris",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","male"
"2273","Ceratina cucurbitina",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Asensio","male"
"2274","Andrena nebularia",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","male"
"2275","Hoplitis anthocopoides",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","G. v. d. Zanden","female"
"2276","Lasioglossum pauperatum",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Ebmer","female"
"2277","Ceratina chalybea",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Asensio","female"
"2278","Ceratina chalybea",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Asensio","male"
"2279","Andrena obsoleta",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","female"
"2280","Anthophora crinipes",40.417562,-2.922062,NA,1984,4,10,"E. Asensio","Tkalcu","male"
"2281","Andrena truncatilabris",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","male"
"2282","Hoplitis benoisti",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","G. v. d. Zanden","male"
"2283","Andrena nebularia",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","female"
"2284","Lasioglossum pallens",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Ebmer","female"
"2285","Nomada glaucopis",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","male"
"2286","Andrena niveata",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","male"
"2287","Andrena truncatilabris",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Asensio","female"
"2288","Lasioglossum interruptum",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Ebmer","female"
"2289","Osmia submicans",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","G. v. d. Zanden","male"
"2290","Andrena obsoleta",40.417562,-2.922062,NA,1984,5,10,"E. Asensio","Warncke","male"
"2291","Nomada melathoracica",40.343831,-5.860664,NA,1977,7,12,"S. Fdez. Gayubo  (Univ. Salamanca)","Schwarz","female"
"2292","Anthophora crinipes",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Asensio","female"
"2293","Anthophora agama",41.59734,-4.120817,NA,1986,6,19,"E. Asensio","Asensio","female"
"2294","Anthophora aestivalis",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","male"
"2295","Lasioglossum convexiusculum",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2296","Andrena albopunctata",41.59734,-4.120817,NA,1986,6,19,"E. Asensio","Asensio","female"
"2297","Nomada mutabilis",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Schwarz","male"
"2298","Anthophora agama",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","male"
"2299","Megachile pilidens",41.59734,-4.120817,NA,1986,NA,NA,"E. Asensio","Asensio","male"
"2300","Osmia glutinosa",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","male"
"2301","Osmia cyanoxantha",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","male"
"2302","Anthophora biciliata",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2303","Nomada glaucopis",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Schwarz","male"
"2304","Osmia aurulenta",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","male"
"2305","Anthidiellum strigatum",41.59734,-4.120817,NA,1986,6,15,"E. Asensio","Asensio","female"
"2306","Andrena fabrella",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Warncke","male"
"2307","Andrena florea",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Asensio","female"
"2308","Anthophora romandii",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2309","Halictus subauratus",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2310","Megachile albisecta",41.59734,-4.120817,NA,1986,NA,NA,"E. Asensio","Asensio","male"
"2311","Osmia adunca",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Asensio","female"
"2312","Lasioglossum bimaculatum",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2313","Anthophora leucophaea",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2314","Andrena ovatula",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2315","Ceratina cyanea",41.59734,-4.120817,NA,1986,6,19,"E. Asensio","Asensio","female"
"2316","Andrena flavipes",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Warncke","male"
"2317","Hoplitis rufohirta",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","male"
"2318","Andrena nigroaenea",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Warncke","male"
"2319","Prosopis brevicornis",41.59734,-4.120817,NA,1986,6,19,"E. Asensio","Asensio","female"
"2320","Andrena wilkella",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2321","Sphecodes ephippius",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Warncke","female"
"2322","Pseudoanthidium lituratum",41.59734,-4.120817,NA,1986,NA,NA,"E. Asensio","Asensio","female"
"2323","Prosopis variegatus",41.59734,-4.120817,NA,1986,6,19,"E. Asensio","Asensio","female"
"2324","Prosopis brevicornis",41.59734,-4.120817,NA,1986,6,19,"E. Asensio","Asensio","male"
"2325","Metallinella brevicornis",41.59734,-4.120817,NA,1986,5,30,"E. Asensio","Tkalcu","male"
"2326","Halictus brunnescens",41.59734,-4.120817,NA,1986,7,10,"E. Asensio","Asensio","male"
"2327","Eucera caspica",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2328","Andrena variabilis",41.59734,-4.120817,NA,1986,6,19,"E. Asensio","Asensio","female"
"2329","Osmia fulviventris",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Asensio","male"
"2330","Lasioglossum albocinctum",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Ebmer","female"
"2331","Andrena fulica",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","male"
"2332","Osmia adunca",41.59734,-4.120817,NA,1984,6,16,"E. Asensio","Asensio","male"
"2333","Andrena variabilis",41.59734,-4.120817,NA,1986,6,19,"E. Asensio","Asensio","female"
"2334","Anthophora romandii",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2335","Lasioglossum xanthopum",41.59734,-4.120817,NA,1986,5,20,"E. Asensio","Asensio","female"
"2336","Amegilla quadrifasciata",40.320997,-6.669614,NA,1981,8,23,"J. A. Pascual (Univ.Salamanca)","Asensio","female"
"2337","Lasioglossum malachurum",41.55585,-5.203761,NA,1982,6,28,"E. Asensio","Ebmer","female"
"2338","Coelioxys rufocaudata",41.55585,-5.203761,NA,1982,9,7,"E. Asensio","Asensio","male"
"2339","Megabombus laesus",41.55585,-5.203761,NA,1983,7,12,"E. Asensio","Paddy?Ornosa","female"
"2340","Osmia caerulescens",41.55585,-5.203761,NA,1982,NA,NA,"E. Asensio","G. v. d. Zanden","male"
"2341","Andrena variabilis",41.55585,-5.203761,NA,1982,6,28,"E. Asensio","Asensio","female"
"2342","Megabombus laesus",41.55585,-5.203761,NA,1982,6,28,"E. Asensio","Paddy?Ornosa","female"
"2343","Lasioglossum leucozonium",41.55585,-5.203761,NA,1982,6,28,"E. Asensio","Ebmer","female"
"2344","Coelioxys rufocaudata",41.55585,-5.203761,NA,1982,9,7,"E. Asensio","Asensio","female"
"2345","Anthocopa bisulca",41.55585,-5.203761,NA,1983,7,12,"E. Asensio","Asensio","male"
"2346","Andrena flavipes",41.55585,-5.203761,NA,1982,6,28,"E. Asensio","Warncke","female"
"2347","Andrena hesperia",41.481939,-5.483121,NA,1982,5,11,"E. Asensio","Warncke","male"
"2348","Prosopis brevicornis",41.392637,-5.689985,NA,1984,7,3,"S. Fdez. Gayubo  (Univ. Salamanca)","Asensio","female"
"2349","Andrena florentina",37.231699,-3.627905,NA,1988,3,11,"J. Ort?z","Asensio","female"
"2350","Lasioglossum parvulum",40.404706,-7.565664,NA,1987,6,26,"F. Torres (Univ. Salamanca)","Ebmer","female"
"2351","Sphecodes longulus",42.017033,2.972886,NA,1983,8,4,"S. Fdez. Gayubo  (Univ. Salamanca)","Schwarz","male"
"2352","Lasioglossum interruptum",42.194213,-4.580863,NA,1987,7,3,"E. Asensio","M. Schwarz","male"
"2353","Osmia leaiana",43.117828,-4.550059,NA,1983,6,14,"E. Asensio","G. v. d. Zanden","female"
"2354","Stelis phaeoptera",43.117828,-4.550059,NA,1983,NA,NA,"E. Asensio","Asensio","female"
"2355","Prosopis gibbus",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Asensio","male"
"2356","Prosopis gibbus",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Asensio","female"
"2357","Coelioxys inermis",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Asensio","female"
"2358","Osmia adunca",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Asensio","male"
"2359","Hoplitis benoisti",43.117828,-4.550059,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden","female"
"2360","Sphecodes gibbus",43.117828,-4.550059,NA,1983,6,14,"E. Asensio","Warncke","female"
"2361","Prosopis pictipes",43.117828,-4.550059,NA,1983,6,14,"E. Asensio","Warncke","female"
"2362","Osmia adunca",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Asensio","female"
"2363","Stelis phaeoptera",43.117828,-4.550059,NA,1983,NA,NA,"E. Asensio","Asensio","male"
"2364","Osmia caerulescens",43.117828,-4.550059,NA,1983,NA,NA,"E. Asensio","asensio","female"
"2365","Osmia rufa",43.117828,-4.550059,NA,1983,6,14,"E. Asensio","Asensio ssp.cornigera Rossi ","female"
"2366","Eucera nigrescens",43.117828,-4.550059,NA,1983,6,14,"E. Asensio","Tkalcu","female"
"2367","Megachile centuncularis",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Tkalcu","female"
"2368","Stelis phaeoptera",43.117828,-4.550059,NA,1983,NA,NA,"E. Asensio","Van Der Zanden ","female"
"2369","Stelis phaeoptera",43.117828,-4.550059,NA,1983,NA,NA,"E. Asensio","Van Der Zanden ","male"
"2370","Halictus simplex",43.117828,-4.550059,NA,1983,6,14,"E. Asensio  ","Ebmer","female"
"2371","Anthophora acervorum",43.117828,-4.550059,NA,1979,3,22,"J. A. Rodr?guez Ib??ez","Asensio","male"
"2372","Osmia adunca",43.117828,-4.550059,NA,1983,NA,NA,"E. Asensio","G. v. d. Zanden Hoplitis benoisti","female"
"2373","Stelis punctulatissima",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Asensio","male"
"2374","Prosopis gibbus",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Asensio","male"
"2375","Ceratina cyanea",43.117828,-4.550059,NA,1983,6,14,"E. Asensio","Asensio","female"
"2376","Megachile centuncularis",43.117828,-4.550059,NA,1983,10,10,"E. Asensio","G. v. d. Zanden","female"
"2377","Stelis punctulatissima",43.117828,-4.550059,NA,1984,NA,NA,"E. Asensio","Tkalcu","male"
"2378","Anthidium oblongatum",41.59486,-4.839061,NA,1966,7,17,"L. Moreda","Asensio","male"
"2379","Andrena flavipes",41.59486,-4.839061,NA,1966,7,17,"L. Moreda","Warncke","female"
"2380","Andrena aeneiventris",41.59486,-4.839061,NA,1966,7,17,"L. Moreda","Warncke","female"
"2381","Tetralonia dentata",41.59486,-4.839061,NA,1966,7,17,"L. Moreda","Asensio","female"
"2382","Megabombus pascuorum",43.127236,-4.794881,NA,1970,7,18,"L. Moreda","Tkalcu","male"
"2383","Megabombus pascuorum",43.127236,-4.794881,NA,1970,7,18,"L. Moreda","Tkalcu","female"
"2384","Panurgus cephalotes",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Asensio","male"
"2385","Prosopis annularis",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Warncke","male"
"2386","Lasioglossum costulatum",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Asensio","female"
"2387","Andrena proxima",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Warncke","female"
"2388","Andrena bimaculata",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Warncke","female"
"2389","Andrena cineraria",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Warncke","female"
"2390","Panurgus calcaratus",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Asensio","female"
"2391","Megabombus ruderarius",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2392","Panurgus banksianus",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Warncke","male"
"2393","Andrena ovatula",42.726724,-7.021199,NA,1974,7,NA,"E. Asensio","Warncke","female"
"2394","Sphecodes ephippius",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Warncke","female"
"2395","Megabombus mesomelas",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Tkalcu","female"
"2396","Lasioglossum pauxillum",42.726724,-7.021199,NA,1974,7,17,"E. Asensio","Ebmer","female"
