"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex"
"12052","Lasioglossum corvinum",42.082934,-4.783144,NA,1985,8,9,"A. Rueda  (Univ. Salamanca)","Ebmer","male"
"12062","Lasioglossum puncticolle",42.082934,-4.783144,NA,1985,8,9,"A. Rueda  (Univ. Salamanca)","Asensio","male"
"12071","Lasioglossum corvinum",42.082934,-4.783144,NA,1985,7,12,"F. L?pez (Univ. Salamanca)","Ebmer","male"
"12082","Halictus crenicornis",42.082934,-4.783144,NA,1985,7,12,"A. Rueda (Univ. Salamanca)","Ebmer","female"
"12091","Prosopis brevicornis",42.082934,-4.783144,NA,1985,5,2,"M. Portillo (Univ. Salamanca)","Asensio","female"
"12102","Halictus simplex",42.082934,-4.783144,NA,1985,7,12,"A. Rueda (Univ. Salamanca)","Ebmer","female"
"12112","Nomada fulvicornis",41.633505,-3.68655,NA,1985,6,24,"F. Sanza (Universidad Salamanca)","Schwarz","female"
"12122","Epeolus cruciger",41.633505,-3.68655,NA,1985,8,25,"F. Sanza (Univ. Salamanca)","Schwarz","male"
"12132","Halictus maculatus",41.633505,-3.68655,NA,1985,7,25,"F. Sanza (Univ. Salamanca)","Ebmer","male"
"12142","Andrena verticalis",41.633505,-3.68655,NA,1985,7,19,"F. Sanza (Univ. Salamanca)","Warncke","female"
"12152","Coelioxys brevis",41.633505,-3.68655,NA,1985,7,25,"F.Sanza ","Asensio","female"
"12162","Aglaoapis tridentata",41.633505,-3.68655,NA,1985,6,22,"F. Sanza (Univ. Salamanca)","Asensio","female"
"12172","Epeolus cruciger",41.633505,-3.68655,NA,1985,6,22,"F. Sanza (Univ. Salamanca)","Schwarz","female"
"12182","Hylaeus sulphuripes",41.633216,-3.686378,NA,1985,6,19,"F. Sanza (Univ. Salamanca)","Asensio","male"
"12192","Lasioglossum limbellum",41.633216,-3.686378,NA,1984,10,13,"F. Sanza (Uni. Salamanca)","Ebmer","female"
"12202","Hylaeus sulphuripes",41.633216,-3.686378,NA,1985,7,19,"F. Sanza (Univ. Salamanca)","Asensio","female"
"12212","Prosopis pictipes",41.633216,-3.686378,NA,1985,7,26,"F. Sanza (Univ. Salamanca)","Asensio","female"
"12222","Prosopis variegatus",41.633216,-3.686378,NA,1985,7,25,"F. Sanza (Univ. Salamanca)","Asensio","male"
"12231","Prosopis brevicornis",41.633216,-3.686378,NA,1984,7,24,"F. Sanza (Univ. Salamanca)","Schwarz","female"
"12242","Lasioglossum maurusium",41.633216,-3.686378,NA,1984,7,28,"F. Sanza (Univ. Salamanca)","Ebmer","male"
"12252","Hylaeus sulphuripes",41.633216,-3.686378,NA,1985,7,19,"F. Sanza (Univ. Salamanca)","Asensio","female"
"12262","Sphecodes marginatus",41.633216,-3.686378,NA,1984,7,25,"F. Sanza (Univ. Salamanca)","Schwarz","male"
"1227","Prosopis clypearis",41.633216,-3.686378,NA,1985,7,19,"F. Sanza (Univ. Salamanca)","Schwarz","female"
"12282","Sphecodes dusmeti",41.633216,-3.686378,NA,1985,7,19,"F. Sanza (Univ. Salamanca)","Schwarz","male"
"12292","Ceratina dentiventris",41.633216,-3.686378,NA,1974,7,26,"F. Sanza (Univ. Salamanca)","Asensio","female"
"12302","Lasioglossum nigripes",41.633216,-3.686378,NA,1989,10,13,"F. Sanza (Univ. Salamanca)","Asensio","male"
"12312","Prosopis pictipes",41.633216,-3.686378,NA,1984,10,18,"F. Sanza (Univ. Salamanca)","Asensio","male"
"12321","Hylaeus gredleri",41.633216,-3.686378,NA,1984,7,29,"F. Sanza (Univ. Salamanca)","Asensio","male"
"12331","Lasioglossum laevigatum",41.633216,-3.686378,NA,1985,7,25,"F. Sanza  (Univ. Salamanca)","Ebmer","male"
"12341","Prosopis gibbus",41.633216,-3.686378,NA,1984,10,16,"F. Sanza (Univ. Salamanca)","Asensio","female"
"12351","Sphecodes alternatus",41.633216,-3.686378,NA,1984,7,26,"F. Sanza (Univ. Salamanca)","Schwarz","male"
"12361","Lasioglossum pauperatum",41.633216,-3.686378,NA,1984,7,25,"F. Sanza (Univ. Salamanca)","Ebmer","male"
"12372","Sphecodes rufiventris",41.633216,-3.686378,NA,1984,7,27,"F. Sanza (Univ. Salamanca)","Schwarz","male"
"12381","Lasioglossum politum",41.633216,-3.686378,NA,1984,10,12,"F. Sanza (Univ. Salamanca)","Ebmer","male"
"12392","Sphecodes puncticeps",41.633216,-3.686378,NA,1985,7,19,"F. Sanza (Univ. Salamanca)","Schwarz","male"
"12402","Sphecodes gibbus",41.633216,-3.686378,NA,1984,7,26,"F. Sanza (Univ. Salamanca)","Schwarz","male"
"1241","Icteranthidium ferrugineum",37.046356,-7.744315,NA,1983,7,25,"S. Fdez. Gayubo  (Univ. Salamanca)","Asensio","female"
"12422","Anthophora dispar",37.159019,-3.440469,NA,1987,3,16,"J. Ort?z","Asensio","male"
"12432","Anthophora canescens",37.159019,-3.440469,NA,1987,3,16,"J. Ort?z","Asensio","male"
"12442","Andrena aerinifrons",37.135455,-3.669274,NA,1987,3,3,"J. Ortiz","Warncke","male"
"12452","Nomada succincta",43.469343,-3.671774,NA,1980,4,12,"E. Asensio","Warncke","female"
"12462","Lasioglossum villosulum",43.469343,-3.671774,NA,1980,4,12,"E. Asensio","Ebmer","female"
"1247","Halictus scabiosae",43.469343,-3.671774,NA,1980,4,12,"E. Asensio","Asensio  ","female"
"12481","Eucera tuberculata",43.469343,-3.671774,NA,1980,4,12,"E. Asensio","Tkalcu","female"
"12492","Andrena trimmerana",40.515759,-5.994369,NA,1976,3,26,"E. Asensio","Asensio","female"
"12501","Andrena trimmerana",40.515759,-5.994369,NA,1976,3,26,"E. Asensio","Warncke","female"
"12512","Nomada fucata",40.515759,-5.994369,NA,1976,3,26,"E. Asensio","Warncke","male"
"12521","Metallinella brevicornis",41.643131,-4.748269,NA,1972,NA,NA,"E. Asensio","Peters","female"
"12532","Dufourea gaullei",40.415645,-5.605872,NA,1978,5,28,"S. Fdez. Gayubo  (Univ. Salamanca)","Ebmer","male"
"12541","Habropoda zonatula",41.001662,-5.905316,NA,1980,5,11,"M. J. Ga?an (Univ. Salamanca)","Asensio","male"
"12551","Andrena mucida",37.177727,-3.598997,NA,NA,NA,NA,"J. Ortiz",NA,"female"
"12561","Lasioglossum dusmeti",37.177727,-3.598997,NA,1975,5,14,"W. Cross","Ebmer","female"
"1257","Osmia melanogaster",41.354973,6.65861e-07,NA,NA,NA,NA,"J. Bosch Esteva (Univ. Salamanca) ","Asensio","female"
"12581","Megachile centuncularis",41.643131,-4.748269,NA,NA,NA,NA,"E. Asensio","Tkalcu","male"
"12591","Hoplitis tridentata",41.643131,-4.748269,NA,NA,NA,NA,"F.D.Parker","G. v. d. Zanden tridentata","male"
"12601","Xylocopa uclesiensis",41.643131,-4.748269,NA,1974,11,14,"E. Asensio","Asensio","female"
"12611","Osmia adunca",41.643131,-4.748269,NA,1972,NA,NA,"E. Asensio","Tkalcu","male"
"12621","Andrena verticalis",41.643131,-4.748269,NA,1985,5,8,"E. Asensio","Warncke","male"
"12631","Anthophora punctilabris",41.643131,-4.748269,NA,1977,3,25,"E. Asensio","Lieftinck","male"
"12641","Halictus patellatus",41.643131,-4.748269,NA,1975,7,14,"E. Asensio","Ebmer","female"
"12651","Lasioglossum malachurum",41.643131,-4.748269,NA,1976,4,14,"E. Asensio","Ebmer","female"
"12661","Osmia bidentata",41.643131,-4.748269,NA,1972,NA,NA,"E. Asensio","Peters","male"
"12671","Tetralonia graja",41.643131,-4.748269,NA,1971,8,12,"E. Asensio","Asensio","male"
"12681","Anthophora gallica",41.643131,-4.748269,NA,1976,6,29,"E. Asensio","J. Herrera","female"
"12691","Lasioglossum albocinctum",41.643131,-4.748269,NA,1972,10,16,"E. Asensio","Ebmer","female"
"12701","Osmia dimidiata",41.643131,-4.748269,NA,1972,7,6,"E. Asensio","Peters (solo sp)","male"
"12712","Stelis phaeoptera",41.643131,-4.748269,NA,1972,NA,NA,"E. Asensio","conf. Pasteels 24","female"
"12721","Nomada agrestis",41.643131,-4.748269,NA,1986,5,8,"E. Asensio","Asensio","female"
"12731","Ceratina cyanea",41.643131,-4.748269,NA,1975,10,8,"E. Asensio","Asensio","male"
"12741","Andrena carbonaria",41.643131,-4.748269,NA,1975,7,18,"E. Asensio","Warncke","female"
"12751","Andrena flavipes",41.643131,-4.748269,NA,1972,6,5,"E. Asensio","Warncke","female"
"12771","Lithurgus chrysurus",41.643131,-4.748269,NA,1975,7,18,"E. Asensio","Van Der Zanden","female"
"12781","Ceratina chalcites",41.643131,-4.748269,NA,NA,NA,NA,NA,"Daly","male"
"1279","Lasioglossum malachurum",41.643131,-4.748269,NA,1971,8,16,"E. Asensio","Ebmer","male"
"1280","Andrena bicolor",41.643131,-4.748269,NA,1972,3,17,"E. Asensio","Warncke","male"
"1281","Osmia adunca",41.643131,-4.748269,NA,1971,7,9,"E. Asensio","Peters","female"
"1282","Andrena spreta",41.643131,-4.748269,NA,1985,5,8,"E. Asensio","Warncke","female"
